breed,Q121,Q125,Q127,Q124,Q54,Q123,Q60,Q17,frac_of_breed,img
yorkshire terrier,any,any,negative,any,any,any,negative,negative,0.035714286,
yorkshire terrier,any,any,negative,any,any,any,positive,any,0.053571429,
yorkshire terrier,any,any,negative,any,any,any,positive,negative,0.035714286,
yorkshire terrier,any,any,negative,any,any,positive,any,any,0.178571429,
yorkshire terrier,any,any,negative,any,any,positive,any,negative,0.035714286,
yorkshire terrier,any,any,negative,any,any,positive,negative,any,0.089285714,
yorkshire terrier,any,any,negative,any,any,positive,negative,negative,0.017857143,
yorkshire terrier,any,any,negative,any,any,positive,positive,any,0.035714286,
yorkshire terrier,any,any,negative,any,any,positive,positive,negative,0.017857143,
yorkshire terrier,any,any,negative,any,negative,any,any,any,0.107142857,
yorkshire terrier,any,any,negative,any,negative,any,any,negative,0.035714286,
yorkshire terrier,any,any,negative,any,negative,any,negative,any,0.035714286,
yorkshire terrier,any,any,negative,any,negative,any,negative,negative,0.017857143,
yorkshire terrier,any,any,negative,any,negative,any,positive,any,0.017857143,
yorkshire terrier,any,any,negative,any,negative,any,positive,negative,0.017857143,
yorkshire terrier,any,any,negative,any,negative,positive,any,any,0.089285714,
yorkshire terrier,any,any,negative,any,negative,positive,any,negative,0.035714286,
yorkshire terrier,any,any,negative,any,negative,positive,negative,any,0.035714286,
yorkshire terrier,any,any,negative,any,negative,positive,negative,negative,0.017857143,
yorkshire terrier,any,any,negative,any,negative,positive,positive,any,0.017857143,
yorkshire terrier,any,any,negative,any,negative,positive,positive,negative,0.017857143,
yorkshire terrier,any,any,negative,any,positive,any,any,any,0.017857143,
yorkshire terrier,any,any,negative,any,positive,any,negative,any,0.017857143,
yorkshire terrier,any,any,negative,any,positive,positive,any,any,0.017857143,
yorkshire terrier,any,any,negative,any,positive,positive,negative,any,0.017857143,
yorkshire terrier,any,any,negative,negative,any,any,any,any,0.017857143,
yorkshire terrier,any,any,negative,negative,any,positive,any,any,0.017857143,
yorkshire terrier,any,any,negative,negative,negative,any,any,any,0.017857143,
yorkshire terrier,any,any,negative,negative,negative,positive,any,any,0.017857143,
yorkshire terrier,any,any,negative,positive,any,any,any,any,0.035714286,
yorkshire terrier,any,any,negative,positive,any,any,any,negative,0.017857143,
yorkshire terrier,any,any,negative,positive,any,any,negative,any,0.017857143,
yorkshire terrier,any,any,negative,positive,any,any,positive,any,0.017857143,
yorkshire terrier,any,any,negative,positive,any,any,positive,negative,0.017857143,
yorkshire terrier,any,any,negative,positive,any,positive,any,any,0.017857143,
yorkshire terrier,any,any,negative,positive,any,positive,negative,any,0.017857143,
yorkshire terrier,any,any,negative,positive,positive,any,any,any,0.017857143,
yorkshire terrier,any,any,negative,positive,positive,any,negative,any,0.017857143,
yorkshire terrier,any,any,negative,positive,positive,positive,any,any,0.017857143,
yorkshire terrier,any,any,negative,positive,positive,positive,negative,any,0.017857143,
yorkshire terrier,any,negative,any,any,any,any,any,any,0.285714286,
yorkshire terrier,any,negative,any,any,any,any,any,negative,0.053571429,
yorkshire terrier,any,negative,any,any,any,any,negative,any,0.125,
yorkshire terrier,any,negative,any,any,any,any,negative,negative,0.035714286,
yorkshire terrier,any,negative,any,any,any,any,positive,any,0.053571429,
yorkshire terrier,any,negative,any,any,any,any,positive,negative,0.017857143,
yorkshire terrier,any,negative,any,any,any,negative,any,any,0.017857143,
yorkshire terrier,any,negative,any,any,any,negative,any,negative,0.017857143,
yorkshire terrier,any,negative,any,any,any,negative,negative,any,0.017857143,
yorkshire terrier,any,negative,any,any,any,negative,negative,negative,0.017857143,
yorkshire terrier,any,negative,any,any,any,positive,any,any,0.232142857,
yorkshire terrier,any,negative,any,any,any,positive,any,negative,0.035714286,
yorkshire terrier,any,negative,any,any,any,positive,negative,any,0.071428571,
yorkshire terrier,any,negative,any,any,any,positive,negative,negative,0.017857143,
yorkshire terrier,any,negative,any,any,any,positive,positive,any,0.053571429,
yorkshire terrier,any,negative,any,any,any,positive,positive,negative,0.017857143,
yorkshire terrier,any,negative,any,any,negative,any,any,any,0.125,
yorkshire terrier,any,negative,any,any,negative,any,any,negative,0.035714286,
yorkshire terrier,any,negative,any,any,negative,any,negative,any,0.035714286,
yorkshire terrier,any,negative,any,any,negative,any,negative,negative,0.017857143,
yorkshire terrier,any,negative,any,any,negative,any,positive,any,0.017857143,
yorkshire terrier,any,negative,any,any,negative,any,positive,negative,0.017857143,
yorkshire terrier,any,negative,any,any,negative,positive,any,any,0.107142857,
yorkshire terrier,any,negative,any,any,negative,positive,any,negative,0.035714286,
yorkshire terrier,any,negative,any,any,negative,positive,negative,any,0.017857143,
yorkshire terrier,any,negative,any,any,negative,positive,negative,negative,0.017857143,
yorkshire terrier,any,negative,any,any,negative,positive,positive,any,0.017857143,
yorkshire terrier,any,negative,any,any,negative,positive,positive,negative,0.017857143,
yorkshire terrier,any,negative,any,any,positive,any,any,any,0.017857143,
yorkshire terrier,any,negative,any,any,positive,positive,any,any,0.017857143,
yorkshire terrier,any,negative,any,negative,any,any,any,any,0.035714286,
yorkshire terrier,any,negative,any,negative,any,any,negative,any,0.017857143,
yorkshire terrier,any,negative,any,negative,any,positive,any,any,0.017857143,
yorkshire terrier,any,negative,any,negative,negative,any,any,any,0.035714286,
yorkshire terrier,any,negative,any,negative,negative,any,negative,any,0.017857143,
yorkshire terrier,any,negative,any,negative,negative,positive,any,any,0.017857143,
yorkshire terrier,any,negative,any,positive,any,any,any,any,0.035714286,
yorkshire terrier,any,negative,any,positive,any,any,positive,any,0.017857143,
yorkshire terrier,any,negative,any,positive,any,positive,any,any,0.035714286,
yorkshire terrier,any,negative,any,positive,any,positive,positive,any,0.017857143,
yorkshire terrier,any,negative,any,positive,negative,any,any,any,0.017857143,
yorkshire terrier,any,negative,any,positive,negative,positive,any,any,0.017857143,
yorkshire terrier,any,negative,negative,any,any,any,any,any,0.107142857,
yorkshire terrier,any,negative,negative,any,any,any,any,negative,0.035714286,
yorkshire terrier,any,negative,negative,any,any,any,negative,any,0.035714286,
yorkshire terrier,any,negative,negative,any,any,any,negative,negative,0.017857143,
yorkshire terrier,any,negative,negative,any,any,any,positive,any,0.035714286,
yorkshire terrier,any,negative,negative,any,any,any,positive,negative,0.017857143,
yorkshire terrier,any,negative,negative,any,any,positive,any,any,0.089285714,
yorkshire terrier,any,negative,negative,any,any,positive,any,negative,0.035714286,
yorkshire terrier,any,negative,negative,any,any,positive,negative,any,0.017857143,
yorkshire terrier,any,negative,negative,any,any,positive,negative,negative,0.017857143,
yorkshire terrier,any,negative,negative,any,any,positive,positive,any,0.035714286,
yorkshire terrier,any,negative,negative,any,any,positive,positive,negative,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,any,any,any,0.071428571,
yorkshire terrier,any,negative,negative,any,negative,any,any,negative,0.035714286,
yorkshire terrier,any,negative,negative,any,negative,any,negative,any,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,any,negative,negative,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,any,positive,any,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,any,positive,negative,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,positive,any,any,0.071428571,
yorkshire terrier,any,negative,negative,any,negative,positive,any,negative,0.035714286,
yorkshire terrier,any,negative,negative,any,negative,positive,negative,any,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,positive,negative,negative,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,positive,positive,any,0.017857143,
yorkshire terrier,any,negative,negative,any,negative,positive,positive,negative,0.017857143,
yorkshire terrier,any,negative,negative,negative,any,any,any,any,0.017857143,
yorkshire terrier,any,negative,negative,negative,any,positive,any,any,0.017857143,
yorkshire terrier,any,negative,negative,negative,negative,any,any,any,0.017857143,
yorkshire terrier,any,negative,negative,negative,negative,positive,any,any,0.017857143,
yorkshire terrier,negative,any,any,any,any,any,any,any,0.642857143,
yorkshire terrier,negative,any,any,any,any,any,any,negative,0.089285714,
yorkshire terrier,negative,any,any,any,any,any,negative,any,0.375,
yorkshire terrier,negative,any,any,any,any,any,negative,negative,0.071428571,
yorkshire terrier,negative,any,any,any,any,any,positive,any,0.053571429,
yorkshire terrier,negative,any,any,any,any,any,positive,negative,0.017857143,
yorkshire terrier,negative,any,any,any,any,negative,any,any,0.035714286,
yorkshire terrier,negative,any,any,any,any,negative,any,negative,0.017857143,
yorkshire terrier,negative,any,any,any,any,negative,negative,any,0.035714286,
yorkshire terrier,negative,any,any,any,any,negative,negative,negative,0.017857143,
yorkshire terrier,negative,any,any,any,any,positive,any,any,0.517857143,
yorkshire terrier,negative,any,any,any,any,positive,any,negative,0.053571429,
yorkshire terrier,negative,any,any,any,any,positive,negative,any,0.285714286,
yorkshire terrier,negative,any,any,any,any,positive,negative,negative,0.053571429,
yorkshire terrier,negative,any,any,any,any,positive,positive,any,0.035714286,
yorkshire terrier,negative,any,any,any,negative,any,any,any,0.303571429,
yorkshire terrier,negative,any,any,any,negative,any,any,negative,0.053571429,
yorkshire terrier,negative,any,any,any,negative,any,negative,any,0.160714286,
yorkshire terrier,negative,any,any,any,negative,any,negative,negative,0.053571429,
yorkshire terrier,negative,any,any,any,negative,positive,any,any,0.267857143,
yorkshire terrier,negative,any,any,any,negative,positive,any,negative,0.053571429,
yorkshire terrier,negative,any,any,any,negative,positive,negative,any,0.142857143,
yorkshire terrier,negative,any,any,any,negative,positive,negative,negative,0.053571429,
yorkshire terrier,negative,any,any,any,positive,any,any,any,0.089285714,
yorkshire terrier,negative,any,any,any,positive,any,negative,any,0.053571429,
yorkshire terrier,negative,any,any,any,positive,any,positive,any,0.017857143,
yorkshire terrier,negative,any,any,any,positive,negative,any,any,0.017857143,
yorkshire terrier,negative,any,any,any,positive,negative,negative,any,0.017857143,
yorkshire terrier,negative,any,any,any,positive,positive,any,any,0.071428571,
yorkshire terrier,negative,any,any,any,positive,positive,negative,any,0.035714286,
yorkshire terrier,negative,any,any,any,positive,positive,positive,any,0.017857143,
yorkshire terrier,negative,any,any,negative,any,any,any,any,0.035714286,
yorkshire terrier,negative,any,any,negative,any,any,negative,any,0.017857143,
yorkshire terrier,negative,any,any,negative,any,positive,any,any,0.035714286,
yorkshire terrier,negative,any,any,negative,any,positive,negative,any,0.017857143,
yorkshire terrier,negative,any,any,negative,negative,any,any,any,0.017857143,
yorkshire terrier,negative,any,any,negative,negative,positive,any,any,0.017857143,
yorkshire terrier,negative,any,any,negative,positive,any,any,any,0.017857143,
yorkshire terrier,negative,any,any,negative,positive,any,negative,any,0.017857143,
yorkshire terrier,negative,any,any,negative,positive,positive,any,any,0.017857143,
yorkshire terrier,negative,any,any,negative,positive,positive,negative,any,0.017857143,
yorkshire terrier,negative,any,any,positive,any,any,any,any,0.089285714,
yorkshire terrier,negative,any,any,positive,any,any,any,negative,0.017857143,
yorkshire terrier,negative,any,any,positive,any,any,negative,any,0.017857143,
yorkshire terrier,negative,any,any,positive,any,any,positive,any,0.035714286,
yorkshire terrier,negative,any,any,positive,any,any,positive,negative,0.017857143,
yorkshire terrier,negative,any,any,positive,any,positive,any,any,0.071428571,
yorkshire terrier,negative,any,any,positive,any,positive,negative,any,0.017857143,
yorkshire terrier,negative,any,any,positive,any,positive,positive,any,0.017857143,
yorkshire terrier,negative,any,any,positive,negative,any,any,any,0.035714286,
yorkshire terrier,negative,any,any,positive,negative,positive,any,any,0.035714286,
yorkshire terrier,negative,any,any,positive,positive,any,any,any,0.017857143,
yorkshire terrier,negative,any,any,positive,positive,any,negative,any,0.017857143,
yorkshire terrier,negative,any,any,positive,positive,positive,any,any,0.017857143,
yorkshire terrier,negative,any,any,positive,positive,positive,negative,any,0.017857143,
yorkshire terrier,negative,any,negative,any,any,any,any,any,0.160714286,
